序号,汉字,"通用规范汉字表等级",数量,ASR等级
2250,辅,1,93091,1
2251,辆,1,85845,1
2252,颅,1,8849,1
2253,虚,1,219601,1
2254,彪,1,6808,1
2255,雀,1,24988,1
2256,堂,1,163896,1
2257,常,1,2138199,1
2258,眶,1,9234,1
2259,匙,1,40000,1
2260,晨,1,91187,1
2261,睁,1,22304,1
2262,眯,1,5319,1
2263,眼,1,813965,1
2264,悬,1,46762,1
2265,野,1,166823,1
2266,啪,1,55065,1
2267,啦,1,252225,1
2268,曼,1,84231,1
2269,晦,1,7712,1
2270,晚,1,549725,1
2271,啄,1,1899,1
2272,啡,1,77563,1
2273,距,1,191945,1
2274,趾,1,10876,1
2275,啃,1,13735,1
2276,跃,1,53941,1
2277,略,1,267839,1
2278,蚯,1,2592,1
2279,蛀,1,5585,1
2280,蛇,1,46657,1
2281,唬,1,5592,1
2282,累,1,214551,1
2283,鄂,1,3984,1
2284,唱,1,224776,1
2285,患,1,275711,1
2286,啰,1,8286,1
2287,唾,1,10317,1
2288,唯,1,162240,1
2289,啤,1,25198,1
2290,啥,1,246240,1
2291,啸,1,8329,1
2292,崖,1,10865,1
2293,崎,1,10160,1
2294,崭,1,3042,1
2295,逻,1,104478,1
2296,崔,1,19343,1
2297,帷,1,2586,1
2298,崩,1,56535,1
2299,崇,1,59258,1
2300,崛,1,17849,1
2301,婴,1,66127,1
2302,圈,1,306041,1
2303,铐,1,1631,2
2304,铛,1,2629,1
2305,铝,1,16710,1
2306,铜,1,39906,1
2307,铭,1,16518,1
2308,铲,1,13620,1
2309,银,1,345782,1
2310,矫,1,38654,1
2311,甜,1,102351,1
2312,秸,1,1153,2
2313,梨,1,25901,1
2314,犁,1,2507,1
2315,秽,1,6502,1
2316,移,1,255128,1
2317,笨,1,33021,1
2318,笼,1,30277,1
2319,笛,1,12642,1
2320,笙,1,4712,1
2321,符,1,166560,1
2322,第,1,1599420,1
2323,敏,1,192332,1
2324,做,1,2692246,1
2325,袋,1,88168,1
2326,悠,1,53473,1
2327,偿,1,67513,1
2328,偶,1,209711,1
2329,偎,1,1690,1
2330,偷,1,144243,1
2331,您,1,357048,1
2332,售,1,213814,1
2333,停,1,262709,1
2334,偏,1,270913,1
2335,躯,1,10979,1
2336,兜,1,14342,1
2337,假,1,470164,1
2338,衅,1,6152,1
2339,徘,1,9195,1
2340,徙,1,3445,1
2341,得,1,4342965,1
2342,衔,1,15790,1
2343,盘,1,441960,1
2344,舶,1,5030,1
2345,船,1,93646,1
2346,舵,1,3881,1
2347,斜,1,35352,1
2348,盒,1,58736,1
2349,鸽,1,11067,1
2350,敛,1,14222,1
2351,悉,1,83639,1
2352,欲,1,169326,1
2353,彩,1,261781,1
2354,领,1,451126,1
2355,脚,1,237652,1
2356,脖,1,24618,1
2357,脯,1,3549,1
2358,豚,1,8535,1
2359,脸,1,391310,1
2360,脱,1,215981,1
2361,象,1,670449,1
2362,够,1,607650,1
2363,逸,1,26610,1
2364,猜,1,87258,1
2365,猪,1,120161,1
2366,猎,1,64515,1
2367,猫,1,266323,1
2368,凰,1,21629,1
2369,猖,1,3983,1
2370,猛,1,55661,1
2371,祭,1,28706,1
2372,馅,1,12336,1
2373,馆,1,162904,1
2374,凑,1,44609,1
2375,减,1,396123,1
2376,毫,1,157324,1
2377,烹,1,44718,1
2378,庶,1,4185,1
2379,麻,1,261446,1
2380,庵,1,3591,1
2381,痊,1,9803,1
2382,痒,1,54381,1
2383,痕,1,51025,1
2384,廊,1,14912,1
2385,康,1,474564,1
2386,庸,1,58905,1
2387,鹿,1,65391,1
2388,盗,1,103256,1
2389,章,1,308631,1
2390,竟,1,371135,1
2391,商,1,792093,1
2392,族,1,376491,1
2393,旋,1,63020,1
2394,望,1,965349,1
2395,率,1,497143,1
2396,阎,1,4573,1
2397,阐,1,17789,1
2398,着,1,2121758,1
2399,羚,1,3092,1
2400,盖,1,155597,1
2401,眷,1,6521,1
2402,粘,1,80105,1
2403,粗,1,116782,1
2404,粒,1,69693,1
2405,断,1,484075,1
2406,剪,1,66863,1
2407,兽,1,136938,1
2408,焊,1,11926,1
2409,焕,1,7279,1
2410,清,1,967053,1
2411,添,1,90910,1
2412,鸿,1,24655,1
2413,淋,1,48296,1
2414,涯,1,47217,1
2415,淹,1,11437,1
2416,渠,1,42307,1
2417,渐,1,162536,1
2418,淑,1,8577,1
2419,淌,1,3242,1
2420,混,1,232628,1
2421,淮,1,14873,1
2422,淆,1,7603,1
2423,渊,1,23068,1
2424,淫,1,47212,1
2425,渔,1,17683,1
2426,淘,1,153393,1
2427,淳,1,6733,1
2428,液,1,247491,1
2429,淤,1,8255,1
2430,淡,1,169654,1
2431,淀,1,34413,1
2432,深,1,681009,1
2433,涮,1,4267,1
2434,涵,1,44464,1
2435,婆,1,224150,1
2436,梁,1,64404,1
2437,渗,1,22974,1
2438,情,1,2720571,1
2439,惜,1,103221,1
2440,惭,1,9595,1
2441,悼,1,4745,1
2442,惧,1,61390,1
2443,惕,1,10789,1
2444,惟,1,12750,1
2445,惊,1,203712,1
2446,惦,1,4037,1
2447,悴,1,2789,1
2448,惋,1,5252,1
2449,惨,1,68427,1
2450,惯,1,223449,1
2451,寇,1,5782,1
2452,寅,1,12432,1
2453,寄,1,58460,1
2454,寂,1,39331,1
2455,宿,1,135086,1
2456,窒,1,5973,1
2457,窑,1,4538,1
2458,密,1,312474,1
2459,谋,1,63280,1
2460,谍,1,9889,1
2461,谎,1,29310,1
2462,谐,1,42424,1
2463,袱,1,6711,1
2464,祷,1,9713,1
2465,祸,1,31647,1
2466,谓,1,242983,1
2467,谚,1,3343,1
2468,谜,1,27938,1
2469,逮,1,7830,1
2470,敢,1,241553,1
2471,尉,1,6395,1
2472,屠,1,35371,1
2473,弹,1,262353,1
2474,隋,1,7017,1
2475,堕,1,21650,1
2476,随,1,479570,1
2477,蛋,1,306644,1
2478,隅,1,2231,1
2479,隆,1,54029,1
2480,隐,1,163422,1
2481,婚,1,614605,1
2482,婶,1,5842,1
2483,婉,1,18637,1
2484,颇,1,33967,1
2485,颈,1,72235,1
2486,绩,1,198984,1
2487,绪,1,131781,1
2488,续,1,501789,1
2489,骑,1,130451,1
2490,绰,1,6809,1
2491,绳,1,27262,1
2492,维,1,535122,1
2493,绵,1,28459,1
2494,绷,1,8092,1
2495,绸,1,6784,1
2496,综,1,129152,1
2497,绽,1,5223,1
2498,绿,1,177715,1
2499,缀,1,11045,1
2500,巢,1,28359,1
2501,琴,1,103802,1
2502,琳,1,17473,1
2503,琢,1,13653,1
2504,琼,1,10109,1
2505,斑,1,75918,1
2506,替,1,112788,1
2507,揍,1,11996,1
2508,款,1,417523,1
2509,堪,1,48016,1
2510,塔,1,113095,1
2511,搭,1,149871,1
2512,堰,1,2425,1
2513,揩,1,2842,2
2514,越,1,879688,1
2515,趁,1,32929,1
2516,趋,1,66921,1
2517,超,1,556583,1
2518,揽,1,7819,1
2519,堤,1,5674,1
2520,提,1,1472972,1
2521,博,1,603043,1
2522,揭,1,31977,1
2523,喜,1,1356281,1
2524,彭,1,13971,1
2525,揣,1,17089,1
2526,插,1,143894,1
2527,揪,1,8097,1
2528,搜,1,176809,1
2529,煮,1,99530,1
2530,援,1,47646,1
2531,搀,1,1778,1
2532,裁,1,73222,1
2533,搁,1,9885,1
2534,搓,1,22652,1
2535,搂,1,6533,1
2536,搅,1,28060,1
2537,壹,1,4818,1
2538,握,1,138842,1
2539,搔,1,4312,1
2540,揉,1,21421,1
2541,斯,1,649267,1
2542,期,1,1414309,1
2543,欺,1,76445,1
2544,联,1,823437,1
2545,葫,1,8372,1
2546,散,1,194558,1
2547,惹,1,29598,1
2548,葬,1,18296,1
2549,募,1,19304,1
2550,葛,1,32695,1
2551,董,1,35837,1
2552,葡,1,52916,1
2553,敬,1,104863,1
2554,葱,1,46928,1
2555,蒋,1,28300,1
2556,蒂,1,42100,1
2557,落,1,339708,1
2558,韩,1,227397,1
2559,朝,1,279054,1
2560,辜,1,21722,1
2561,葵,1,11258,1
2562,棒,1,89585,1
2563,棱,1,10029,1
2564,棋,1,53078,1
2565,椰,1,7498,1
2566,植,1,115830,1
2567,森,1,93748,1
2568,焚,1,8695,1
2569,椅,1,28913,1
2570,椒,1,60332,1
2571,棵,1,13400,1
2572,棍,1,29908,1
2573,椎,1,40041,1
2574,棉,1,43084,1
2575,棚,1,15639,1
2576,棕,1,11417,1
2577,棺,1,5544,1
2578,榔,1,2420,1
2579,椭,1,7510,1
2580,惠,1,70039,1
2581,惑,1,100447,1
2582,逼,1,311738,1
2583,粟,1,5881,1
2584,棘,1,8780,1
2585,酣,1,3439,1
2586,酥,1,13311,1
2587,厨,1,66202,1
2588,厦,1,36144,1
2589,硬,1,316443,1
2590,硝,1,13138,1
2591,确,1,880316,1
2592,硫,1,22694,1
2593,雁,1,9346,1
2594,殖,1,66233,1
2595,裂,1,89538,1
2596,雄,1,167259,1
2597,颊,1,11217,1
2598,雳,1,4852,1
2599,暂,1,118174,1
2600,雅,1,142721,1
2601,翘,1,19155,1
2602,辈,1,205902,1
2603,悲,1,125267,1
2604,紫,1,86771,1
2605,凿,1,7770,1
2606,辉,1,35679,1
2607,敞,1,8135,1
2608,棠,1,8771,1
2609,赏,1,93069,1
2610,掌,1,147139,1
2611,晴,1,21871,1
2612,睐,1,5797,1
2613,暑,1,64483,1
2614,最,1,3289742,1
2615,晰,1,44335,1
2616,量,1,1408768,1
2617,鼎,1,18558,1
2618,喷,1,142454,1
2619,喳,1,2514,1
2620,晶,1,72585,1
2621,喇,1,11584,1
2622,遇,1,440600,1
2623,喊,1,70741,1
2624,遏,1,4360,1
2625,晾,1,12051,1
2626,景,1,385614,1
2627,畴,1,14485,1
2628,践,1,54637,1
2629,跋,1,3670,1
2630,跌,1,84192,1
2631,跑,1,408854,1
2632,跛,1,948,1
2633,遗,1,155190,1
2634,蛙,1,16354,1
2635,蛛,1,15876,1
2636,蜓,1,2371,1
2637,蜒,1,1053,2
2638,蛤,1,12881,1
2639,喝,1,329699,1
2640,鹃,1,3195,1
2641,喂,1,75029,1
2642,喘,1,23327,1
2643,喉,1,33563,1
2644,喻,1,28586,1
2645,啼,1,6796,1
2646,喧,1,7134,1
2647,嵌,1,18062,1
2648,幅,1,78464,1
2649,帽,1,47025,1
2650,赋,1,69226,1
2651,赌,1,43541,1
2652,赎,1,18241,1
2653,赐,1,31703,1
2654,赔,1,74284,1
2655,黑,1,688699,1
2656,铸,1,10342,1
2657,铺,1,79438,1
2658,链,1,150513,1
2659,销,1,353788,1
2660,锁,1,86111,1
2661,锄,1,2803,1
2662,锅,1,145371,1
2663,锈,1,14629,1
2664,锋,1,71183,1
2665,锌,1,17768,1
2666,锐,1,38608,1
2667,甥,1,3585,1
2668,掰,1,11545,1
2669,短,1,345197,1
2670,智,1,344982,1
2671,氮,1,9219,1
2672,毯,1,9667,1
2673,氯,1,18475,1
2674,鹅,1,26675,1
2675,剩,1,113760,1
2676,稍,1,122842,1
2677,程,1,1311187,1
2678,稀,1,67087,1
2679,税,1,243002,1
2680,筐,1,4999,1
2681,等,1,2053917,1
2682,筑,1,143072,1
2683,策,1,204058,1
2684,筛,1,19642,1
2685,筒,1,23832,1
2686,筏,1,1573,2
2687,答,1,2377947,1
2688,筋,1,44841,1
2689,筝,1,9025,1
2690,傲,1,62031,1
2691,傅,1,38759,1
2692,牌,1,381808,1
2693,堡,1,49985,1
2694,集,1,428297,1
2695,焦,1,90971,1
2696,傍,1,10532,1
2697,储,1,71403,1
2698,皓,1,4404,1
2699,皖,1,2627,1
2700,粤,1,28175,1
2701,奥,1,176841,1
2702,街,1,174248,1
2703,惩,1,22564,1
2704,御,1,58109,1
2705,循,1,78093,1
2706,艇,1,26032,1
2707,舒,1,150869,1
2708,逾,1,8118,1
2709,番,1,80071,1
2710,释,1,248844,1
2711,禽,1,12861,1
2712,腊,1,32813,1
2713,脾,1,82313,1
2714,腋,1,9634,1
2715,腔,1,91001,1
2716,腕,1,19561,1
2717,鲁,1,99069,1
2718,猩,1,12814,1
2719,猬,1,2605,1
2720,猾,1,2536,1
2721,猴,1,37098,1
2722,惫,1,10262,1
2723,然,1,3313048,1
2724,馈,1,24108,1
2725,馋,1,5539,1
2726,装,1,947190,1
2727,蛮,1,81756,1
2728,就,1,8095579,1
2729,敦,1,26811,1
2730,斌,1,7373,1
2731,痘,1,103155,1
2732,痢,1,3261,1
2733,痪,1,5890,1
2734,痛,1,436577,1
2735,童,1,153863,1
2736,竣,1,2563,1
2737,阔,1,31390,1
2738,善,1,287665,1
2739,翔,1,24004,1
2740,羡,1,36507,1
2741,普,1,574137,1
2742,粪,1,16333,1
2743,尊,1,157926,1
2744,奠,1,7402,1
2745,道,1,2925323,1
2746,遂,1,20948,1
2747,曾,1,363067,1
2748,焰,1,16623,1
2749,港,1,201813,1
2750,滞,1,24530,1
2751,湖,1,145784,1
2752,湘,1,16921,1
2753,渣,1,109239,1
2754,渤,1,7288,1
2755,渺,1,10439,1
2756,湿,1,142914,1
2757,温,1,372512,1
2758,渴,1,44980,1
2759,溃,1,62769,1
2760,溅,1,5538,1
2761,滑,1,129537,1
2762,湃,1,5726,1
2763,渝,1,5651,1
2764,湾,1,199627,1
2765,渡,1,38556,1
2766,游,1,1663717,1
2767,滋,1,63549,1
2768,渲,1,12051,1
2769,溉,1,1838,1
2770,愤,1,56436,1
2771,慌,1,33650,1
2772,惰,1,12519,1
2773,愕,1,2460,1
2774,愣,1,13161,1
2775,惶,1,12631,1
2776,愧,1,33237,1
2777,愉,1,45921,1
2778,慨,1,24946,1
2779,割,1,137514,1
2780,寒,1,135838,1
2781,富,1,315927,1
2782,寓,1,22926,1
2783,窜,1,6094,1
2784,窝,1,48252,1
2785,窖,1,2196,1
2786,窗,1,103687,1
2787,窘,1,4268,1
2788,遍,1,236360,1
2789,雇,1,19540,1
2790,裕,1,27010,1
2791,裤,1,89602,1
2792,裙,1,39158,1
2793,禅,1,24185,1
2794,禄,1,10183,1
2795,谢,1,1511679,1
2796,谣,1,43426,1
2797,谤,1,3823,1
2798,谦,1,31128,1
2799,犀,1,9649,1
2800,属,1,486648,1
2801,屡,1,17130,1
2802,强,1,996621,1
2803,粥,1,40949,1
2804,疏,1,42421,1
2805,隔,1,154280,1
2806,隙,1,16656,1
2807,隘,1,9258,1
2808,媒,1,164561,1
2809,絮,1,9064,1
2810,嫂,1,14272,1
2811,媚,1,17268,1
2812,婿,1,5609,1
2813,登,1,199420,1
2814,缅,1,11717,1
2815,缆,1,5927,1
2816,缉,1,3948,1
2817,缎,1,1625,1
2818,缓,1,112805,1
2819,缔,1,6814,1
2820,缕,1,6102,1
2821,骗,1,160255,1
2822,编,1,331511,1
2823,骚,1,48478,1
2824,缘,1,137576,1
2825,瑟,1,25183,1
2826,鹉,1,4046,1
2827,瑞,1,80612,1
2828,瑰,1,25524,1
2829,瑙,1,2630,2
2830,魂,1,87342,1
2831,肆,1,18383,1
2832,摄,1,237006,1
2833,摸,1,105603,1
2834,填,1,100638,1
2835,搏,1,29939,1
2836,塌,1,23978,1
2837,鼓,1,108207,1
2838,摆,1,107505,1
2839,携,1,41734,1
2840,搬,1,86559,1
2841,摇,1,82002,1
2842,搞,1,287721,1
2843,塘,1,15910,1
2844,摊,1,43948,1
2845,聘,1,65092,1
2846,斟,1,4426,1
2847,蒜,1,33308,1
2848,勤,1,70181,1
2849,靴,1,13689,1
2850,靶,1,6849,1
2851,鹊,1,3822,1
2852,蓝,1,154664,1
2853,墓,1,33741,1
2854,幕,1,138512,1
2855,蓬,1,13623,1
2856,蓄,1,34092,1
2857,蒲,1,7565,1
2858,蓉,1,20623,1
2859,蒙,1,117039,1
2860,蒸,1,56661,1
2861,献,1,110871,1
2862,椿,1,2813,2
2863,禁,1,135593,1
2864,楚,1,237337,1
2865,楷,1,7214,1
2866,榄,1,12630,1
2867,想,1,4175928,1
2868,槐,1,3632,1
2869,榆,1,2727,1
2870,楼,1,399783,1
2871,概,1,456356,1
2872,赖,1,69559,1
2873,酪,1,10962,1
2874,酬,1,28209,1
2875,感,1,2812012,1
2876,碍,1,78096,1
2877,碘,1,11527,1
2878,碑,1,33114,1
2879,碎,1,100443,1
2880,碰,1,127562,1
2881,碗,1,69560,1
2882,碌,1,16680,1
2883,尴,1,65851,1
2884,雷,1,176246,1
2885,零,1,159229,1
2886,雾,1,46574,1
2887,雹,1,839,1
2888,辐,1,33950,1
2889,辑,1,224620,1
2890,输,1,271667,1
2891,督,1,83095,1
2892,频,1,334031,1
2893,龄,1,173880,1
2894,鉴,1,86046,1
2895,睛,1,126378,1
2896,睹,1,14780,1
2897,睦,1,7753,1
2898,瞄,1,11771,1
2899,睫,1,13470,1
2900,睡,1,439765,1
2901,睬,1,3400,1
2902,嗜,1,13369,1
2903,鄙,1,45999,1
2904,嗦,1,11149,1
2905,愚,1,39419,1
2906,暖,1,124910,1
2907,盟,1,99573,1
2908,歇,1,21176,1
2909,暗,1,206213,1
2910,暇,1,9535,1
2911,照,1,638199,1
2912,畸,1,22524,1
2913,跨,1,70101,1
2914,跷,1,2155,1
2915,跳,1,215828,1
2916,跺,1,1316,1
2917,跪,1,44611,1
2918,路,1,973584,1
2919,跤,1,5684,1
2920,跟,1,994828,1
2921,遣,1,18139,1
2922,蜈,1,2315,1
2923,蜗,1,7397,1
2924,蛾,1,4150,1
2925,蜂,1,56947,1
2926,蜕,1,4823,1
2927,嗅,1,8626,1
2928,嗡,1,5006,1
2929,嗓,1,16937,1
2930,署,1,23860,1
2931,置,1,462657,1
2932,罪,1,155445,1
2933,罩,1,29227,1
2934,蜀,1,16587,1
2935,幌,1,3917,1
2936,错,1,798329,1
2937,锚,1,2155,1
2938,锡,1,25589,1
2939,锣,1,3440,1
2940,锤,1,45151,1
2941,锥,1,10240,1
2942,锦,1,32935,1
2943,键,1,272439,1
2944,锯,1,8078,1
2945,锰,1,5346,1
2946,矮,1,34077,1
2947,辞,1,89134,1
2948,稚,1,31575,1
2949,稠,1,11917,1
2950,颓,1,8664,1
2951,愁,1,32160,1
2952,筹,1,43879,1
2953,签,1,184670,1
2954,简,1,615295,1
2955,筷,1,12452,1
2956,毁,1,82847,1
2957,舅,1,31118,1
2958,鼠,1,91989,1
2959,催,1,43995,1
2960,傻,1,134514,1
2961,像,1,1122941,1
2962,躲,1,41970,1
2963,魁,1,6995,1
2964,衙,1,2180,1
2965,微,1,830005,1
2966,愈,1,86720,1
2967,遥,1,45112,1
2968,腻,1,49188,1
2969,腰,1,122936,1
2970,腥,1,16201,1
2971,腮,1,7356,1
2972,腹,1,134053,1
2973,腺,1,85495,1
2974,鹏,1,14363,1
2975,腾,1,133270,1
2976,腿,1,202649,1
2977,鲍,1,8932,1
2978,猿,1,22901,1
2979,颖,1,24261,1
2980,触,1,256860,1
2981,解,1,1751769,1
2982,煞,1,11289,1
2983,雏,1,6412,1
2984,馍,1,4324,1
2985,馏,1,3258,1
2986,酱,1,77623,1
2987,禀,1,3425,1
2988,痹,1,9187,1
2989,廓,1,7582,1
2990,痴,1,39519,1
2991,痰,1,27278,1
2992,廉,1,34814,1
2993,靖,1,18726,1
2994,新,1,1805478,1
2995,韵,1,27241,1
2996,意,1,2430339,1
2997,誊,1,387,3
2998,粮,1,50878,1
2999,数,1,1595987,1
3000,煎,1,47891,1
3001,塑,1,95955,1
3002,慈,1,32089,1
3003,煤,1,29184,1
3004,煌,1,15873,1
3005,满,1,568987,1
3006,漠,1,35832,1
3007,滇,1,2783,1
3008,源,1,450560,1
3009,滤,1,35639,1
3010,滥,1,25471,1
3011,滔,1,7026,1
3012,溪,1,16825,1
3013,溜,1,27877,1
3014,漓,1,8513,1
3015,滚,1,89275,1
3016,溢,1,23826,1
3017,溯,1,7859,1
3018,滨,1,24107,1
3019,溶,1,67109,1
3020,溺,1,10623,1
3021,粱,1,3457,1
3022,滩,1,18744,1
3023,慎,1,61777,1
3024,誉,1,55793,1
3025,塞,1,130379,1
3026,寞,1,29022,1
3027,窥,1,8875,1
3028,窟,1,7249,1
3029,寝,1,43410,1
3030,谨,1,51262,1
3031,褂,1,3441,1
3032,裸,1,41646,1
3033,福,1,335151,1
3034,谬,1,10924,1
3035,群,1,371770,1
3036,殿,1,20902,1
3037,辟,1,18485,1
3038,障,1,174981,1
3039,媳,1,39045,1
3040,嫉,1,19902,1
3041,嫌,1,85714,1
3042,嫁,1,72135,1
3043,叠,1,35507,1
3044,缚,1,12332,1
3045,缝,1,41206,1
3046,缠,1,34796,1
3047,缤,1,2799,1
3048,剿,1,3651,1
3049,静,1,233997,1
3050,碧,1,28419,1
3051,璃,1,56163,1
3052,赘,1,13628,1
3053,熬,1,64431,1
3054,墙,1,116343,1
3055,墟,1,5043,1
3056,嘉,1,59940,1
3057,摧,1,15854,1
3058,赫,1,45660,1
3059,截,1,93721,1
3060,誓,1,20530,1
3061,境,1,399406,1
3062,摘,1,43392,1
3063,摔,1,44122,1
3064,撇,1,11281,1
3065,聚,1,117607,1
3066,慕,1,57906,1
3067,暮,1,11839,1
3068,摹,1,7762,1
3069,蔓,1,8212,1
3070,蔑,1,7658,1
3071,蔡,1,26966,1
3072,蔗,1,4755,1
3073,蔽,1,30161,1
3074,蔼,1,2612,1
3075,熙,1,19652,1
3076,蔚,1,4917,1
3077,兢,1,8117,1
3078,模,1,423457,1
3079,槛,1,22608,1
3080,榴,1,13749,1
3081,榜,1,50579,1
3082,榨,1,13603,1
3083,榕,1,2136,1
3084,歌,1,470764,1
3085,遭,1,83725,1
3086,酵,1,21335,1
3087,酷,1,85455,1
3088,酿,1,15559,1
3089,酸,1,275171,1
3090,碟,1,18509,1
3091,碱,1,31482,1
3092,碳,1,42180,1
3093,磁,1,73028,1
3094,愿,1,404125,1
3095,需,1,1113665,1
3096,辖,1,16666,1
3097,辗,1,4799,1
3098,雌,1,20069,1
3099,裳,1,3663,1
3100,颗,1,87887,1
3101,瞅,1,6924,1
3102,墅,1,9743,1
3103,嗽,1,29915,1
3104,踊,1,5474,1
3105,蜻,1,2329,1
3106,蜡,1,20595,1
3107,蝇,1,10884,1
3108,蜘,1,12060,1
3109,蝉,1,8242,1
3110,嘛,1,187059,1
3111,嘀,1,3490,1
3112,赚,1,169745,1
3113,锹,1,899,1
3114,锻,1,90695,1
3115,镀,1,6813,1
3116,舞,1,133189,1
3117,舔,1,18221,1
3118,稳,1,201607,1
3119,熏,1,13409,1
3120,箕,1,1185,1
3121,算,1,1219637,1
3122,箩,1,1343,1
3123,管,1,892380,1
3124,箫,1,3667,1
3125,舆,1,30149,1
3126,僚,1,8417,1
3127,僧,1,34715,1
3128,鼻,1,154207,1
3129,魄,1,15096,1
3130,魅,1,70697,1
3131,貌,1,146605,1
3132,膜,1,148926,1
3133,膊,1,13753,1
3134,膀,1,35909,1
3135,鲜,1,218542,1
3136,疑,1,283069,1
3137,孵,1,5509,1
3138,馒,1,12135,1
3139,裹,1,19885,1
3140,敲,1,43898,1
3141,豪,1,89788,1
3142,膏,1,56959,1
3143,遮,1,34310,1
3144,腐,1,82375,1
3145,瘩,1,10275,1
3146,瘟,1,6265,1
3147,瘦,1,119086,1
3148,辣,1,102835,1
3149,彰,1,7055,1
3150,竭,1,16888,1
3151,端,1,289023,1
3152,旗,1,75192,1
3153,精,1,766168,1
3154,粹,1,50061,1
3155,歉,1,81073,1
3156,弊,1,41502,1
3157,熄,1,10483,1
3158,熔,1,11572,1
3159,煽,1,10003,1
3160,潇,1,13059,1
3161,漆,1,33899,1
3162,漱,1,12887,1
3163,漂,1,157463,1
3164,漫,1,233398,1
3165,滴,1,91952,1
3166,漾,1,5047,1
3167,演,1,520075,1
3168,漏,1,65067,1
3169,慢,1,459854,1
3170,慷,1,4990,1
3171,寨,1,21566,1
3172,赛,1,408021,1
3173,寡,1,20752,1
3174,察,1,213856,1
3175,蜜,1,112795,1
3176,寥,1,12109,1
3177,谭,1,11109,1
3178,肇,1,5683,1
3179,褐,1,11135,1
3180,褪,1,7765,1
3181,谱,1,114768,1
3182,隧,1,6264,1
3183,嫩,1,33367,1
3184,翠,1,17365,1
3185,熊,1,80320,1
3186,凳,1,11287,1
3187,骡,1,2356,1
3188,缩,1,133023,1
3189,慧,1,56791,1
3190,撵,1,1562,1
3191,撕,1,76710,1
3192,撒,1,62060,1
3193,撩,1,38835,1
3194,趣,1,361698,1
3195,趟,1,18111,1
3196,撑,1,65870,1
3197,撮,1,5424,1
3198,撬,1,2981,1
3199,播,1,242890,1
3200,擒,1,4511,1
3201,墩,1,3086,1
3202,撞,1,69862,1
3203,撤,1,35934,1
3204,增,1,441207,1
3205,撰,1,13494,1
3206,聪,1,78525,1
3207,鞋,1,145542,1
3208,鞍,1,4384,1
3209,蕉,1,19332,1
3210,蕊,1,3651,1
3211,蔬,1,52479,1
3212,蕴,1,13292,1
3213,横,1,74304,1
3214,槽,1,139102,1
3215,樱,1,25056,1
3216,橡,1,15817,1
3217,樟,1,4158,1
3218,橄,1,12514,1
3219,敷,1,34753,1
3220,豌,1,5191,1
3221,飘,1,41336,1
3222,醋,1,45664,1
3223,醇,1,35659,1
3224,醉,1,69336,1
3225,磕,1,14773,1
3226,磊,1,10096,1
3227,磅,1,9114,1
3228,碾,1,15352,1
3229,震,1,115559,1
3230,霄,1,3678,1
3231,霉,1,44874,1
3232,瞒,1,17735,1
3233,题,1,3837251,1
3234,暴,1,246765,1
3235,瞎,1,52634,1
3236,嘻,1,29527,1
3237,嘶,1,5083,1
3238,嘲,1,62014,1
3239,嘹,1,501,1
3240,影,1,1423832,1
3241,踢,1,43155,1
3242,踏,1,60517,1
3243,踩,1,37998,1
3244,踪,1,27689,1
3245,蝶,1,21820,1
3246,蝴,1,11086,1
3247,蝠,1,12562,1
3248,蝎,1,18063,1
3249,蝌,1,1486,2
3250,蝗,1,2767,1
3251,蝙,1,12534,1
3252,嘿,1,46844,1
3253,嘱,1,16077,1
3254,幢,1,2643,1
3255,墨,1,65242,1
3256,镇,1,97179,1
3257,镐,1,1870,2
3258,镑,1,6117,1
3259,靠,1,365322,1
3260,稽,1,26341,1
3261,稻,1,15717,1
3262,黎,1,38139,1
3263,稿,1,53650,1
3264,稼,1,2946,1
3265,箱,1,171734,1
3266,篓,1,1538,1
3267,箭,1,55450,1
3268,篇,1,212168,1
3269,僵,1,26689,1
3270,躺,1,49486,1
3271,僻,1,12447,1
3272,德,1,532952,1
3273,艘,1,20058,1
3274,膝,1,39273,1
3275,膛,1,4991,1
3276,鲤,1,7657,1
3277,鲫,1,3488,1
3278,熟,1,300830,1
3279,摩,1,120569,1
3280,褒,1,8330,1
3281,瘪,1,2674,1
3282,瘤,1,68845,1
3283,瘫,1,14470,1
3284,凛,1,5236,1
3285,颜,1,208220,1
3286,毅,1,28499,1
3287,糊,1,90099,1
3288,遵,1,36506,1
3289,憋,1,25791,1
3290,潜,1,111410,1
3291,澎,1,6425,1
3292,潮,1,117331,1
3293,潭,1,9655,1
3294,鲨,1,6608,1
3295,澳,1,75275,1
3296,潘,1,16309,1
3297,澈,1,6048,1
3298,澜,1,10556,1
3299,澄,1,13581,1
3300,懂,1,397214,1
3301,憔,1,2673,1
3302,懊,1,4063,1
3303,憎,1,6353,1
3304,额,1,205375,1
3305,翩,1,5574,1
3306,褥,1,3558,1
3307,谴,1,11235,1
3308,鹤,1,13530,1
3309,憨,1,3756,1
3310,慰,1,72071,1
3311,劈,1,16448,1
3312,履,1,19430,1
3313,豫,1,37041,1
3314,缭,1,3134,1
3315,撼,1,22906,1
3316,擂,1,3135,1
3317,操,1,310916,1
3318,擅,1,39860,1
3319,燕,1,43200,1
3320,蕾,1,19822,1
3321,薯,1,18827,1
3322,薛,1,18417,1
3323,薇,1,24559,1
3324,擎,1,28692,1
