序号,汉字,"通用规范汉字表等级",数量,ASR等级
5496,歃,2,139,3
5497,稞,2,504,2.5
5498,稗,2,489,3
5499,稔,2,543,3
5500,筠,2,1253,2
5501,筢,2,36,3
5502,筮,2,275,3
5503,筲,2,73,3
5504,筱,2,2434,2.5
5505,牒,2,820,2.5
5506,煲,2,15636,2
5507,敫,2,98,3
5508,徭,2,296,3
5509,愆,2,134,3
5510,艄,2,181,2
5511,觎,2,1060,2.5
5512,毹,2,37,3
5513,貊,2,68,3
5514,貅,2,965,3
5515,貉,2,590,3
5516,颔,2,562,2
5517,腠,2,281,3
5518,腩,2,3670,2
5519,腼,2,3071,2
5520,腭,2,1898,2
5521,腧,2,197,3
5522,塍,2,58,3
5523,媵,2,95,3
5524,詹,2,26681,2
5525,鲅,2,555,2
5526,鲆,2,276,3
5527,鲇,2,568,2
5528,鲈,2,2285,2
5529,稣,2,10611,2
5530,鲋,2,256,3
5531,鲐,2,117,3
5532,肄,2,2107,3
5533,鹐,2,34,3
5534,飕,2,883,2.5
5535,觥,2,694,2
5536,遛,2,7299,2
5537,馐,2,549,3
5538,鹑,2,2605,2.5
5539,亶,2,41,3
5540,瘃,2,6,3
5541,痱,2,2923,2.5
5542,痼,2,248,2
5543,痿,2,8088,2
5544,瘐,2,25,3
5545,瘁,2,1622,2.5
5546,瘆,2,363,2
5547,麂,2,402,3
5548,裔,2,25925,2
5549,歆,2,1355,2.5
5550,旒,2,154,3
5551,雍,2,6799,2
5552,阖,2,1424,2.5
5553,阗,2,443,3
5554,阙,2,4085,2
5555,羧,2,992,3
5556,豢,2,751,3
5557,粳,2,5227,2
5558,猷,2,371,3
5559,煳,2,266,2
5560,煜,2,2188,2.5
5561,煨,2,2117,2
5562,煅,2,888,3
5563,煊,2,393,3
5564,煸,2,3380,2
5565,煺,2,126,3
5566,滟,2,516,2.5
5567,溱,2,139,3
5568,溘,2,107,3
5569,漭,2,54,3
5570,滢,2,333,3
5571,溥,2,2712,2.5
5572,溧,2,299,2
5573,溽,2,96,3
5574,裟,2,605,2.5
5575,溻,2,51,3
5576,溷,2,83,3
5577,滗,2,270,3
5578,滫,2,4,3
5579,溴,2,2482,3
5580,滏,2,48,3
5581,滃,2,9,3
5582,滦,2,394,2
5583,溏,2,1857,1
5584,滂,2,439,2
5585,滓,2,1172,3
5586,溟,2,631,3
5587,滪,2,10,3
5588,愫,2,1828,2.5
5589,慑,2,5488,2
5590,慊,2,149,3
5591,鲎,2,380,3
5592,骞,2,705,2.5
5593,窦,2,14974,2
5594,窠,2,505,3
5595,窣,2,325,3
5596,裱,2,1814,2.5
5597,褚,2,1610,2.5
5598,裨,2,1638,2
5599,裾,2,527,3
5600,裰,2,136,3
5601,禊,2,75,3
5602,谩,2,7621,2
5603,谪,2,793,2.5
5604,媾,2,585,3
5605,嫫,2,90,3
5606,媲,2,3763,2
5607,嫒,2,162,3
5608,嫔,2,1315,2.5
5609,媸,2,545,3
5610,缙,2,520,3
5611,缜,2,1970,2.5
5612,缛,2,379,2
5613,辔,2,245,3
5614,骝,2,189,3
5615,缟,2,281,3
5616,缡,2,162,3
5617,缢,2,766,2
5618,缣,2,118,3
5619,骟,2,94,3
5620,耥,2,11,3
5621,璈,2,82,3
5622,瑶,2,11839,2
5623,瑭,2,214,3
5624,獒,2,2381,2.5
5625,觏,2,38,3
5626,慝,2,30,3
5627,嫠,2,154,3
5628,韬,2,6782,2
5629,叆,2,41,3
5630,髦,2,3865,2
5631,摽,2,38,3
5632,墁,2,67,3
5633,撂,2,2115,2.5
5634,摞,2,1708,2.5
5635,撄,2,99,3
5636,翥,2,93,3
5637,踅,2,76,3
5638,摭,2,94,3
5639,墉,2,810,3
5640,墒,2,620,3
5641,榖,2,36,3
5642,綦,2,183,3
5643,蔫,2,1244,2.5
5644,蔷,2,4447,2
5645,靺,2,50,3
5646,靼,2,746,3
5647,鞅,2,1770,2.5
5648,靿,2,10,3
5649,甍,2,57,3
5650,蔸,2,61,3
5651,蔟,2,114,3
5652,蔺,2,1420,2.5
5653,戬,2,1151,2.5
5654,蕖,2,347,3
5655,蔻,2,5136,2
5656,蓿,2,714,2
5657,斡,2,1214,2.5
5658,鹕,2,499,3
5659,蓼,2,947,3
5660,榛,2,1324,2.5
5661,榧,2,447,3
5662,榻,2,3638,2
5663,榫,2,969,3
5664,榭,2,1273,2
5665,槔,2,112,3
5666,榱,2,434,3
5667,槁,2,583,3
5668,槟,2,4561,2
5669,槠,2,148,3
5670,榷,2,2540,2.5
5671,僰,2,18,3
5672,酽,2,125,3
5673,酶,2,25498,2
5674,酹,2,188,3
5675,厮,2,5566,2
5676,碡,2,22,3
5677,碴,2,845,2.5
5678,碣,2,509,3
5679,碲,2,97,3
5680,磋,2,2786,2.5
5681,臧,2,1039,2
5682,豨,2,103,3
5683,殡,2,1967,2.5
5684,霆,2,13931,2
5685,霁,2,1071,2.5
5686,辕,2,5149,2
5687,蜚,2,1224,2.5
5688,裴,2,2853,2.5
5689,翡,2,6865,2
5690,龇,2,424,2
5691,龈,2,14400,2
5692,睿,2,10742,2
5693,䁖,2,8,3
5694,睽,2,1326,2.5
5695,嘞,2,2967,2.5
5696,嘈,2,3060,2
5697,嘌,2,2923,2
5698,嘁,2,215,3
5699,嘎,2,8580,2
5700,暧,2,22182,2
5701,暝,2,310,3
5702,踌,2,1894,2.5
5703,踉,2,865,2.5
5704,蜞,2,38,3
5705,蜥,2,4345,2
5706,蜮,2,115,3
5707,蝈,2,1045,2.5
5708,蜴,2,3424,2
5709,蜱,2,469,2
5710,蜩,2,190,3
5711,蜷,2,2003,2.5
5712,蜿,2,848,2.5
5713,螂,2,14377,2
5714,蜢,2,380,2
5715,嘘,2,13971,2
5716,嘡,2,25,3
5717,鹗,2,778,3
5718,嘣,2,997,2.5
5719,嘤,2,10391,2
5720,嘚,2,2169,2.5
5721,嗾,2,105,3
5722,嘧,2,915,3
5723,罴,2,245,3
5724,罱,2,91,3
5725,幔,2,1990,2.5
5726,嶂,2,531,2
5727,幛,2,217,2
5728,赙,2,39,3
5729,罂,2,1592,2.5
5730,骷,2,6369,2
5731,骶,2,3124,3
5732,鹘,2,876,3
5733,锲,2,1020,2.5
5734,锴,2,254,3
5735,锶,2,474,2
5736,锷,2,346,2
5737,锸,2,96,3
5738,锵,2,3144,2
5739,镁,2,8393,2
5740,镂,2,1130,2.5
5741,犒,2,679,2.5
5742,箐,2,147,3
5743,箦,2,29,3
5744,箧,2,205,3
5745,箍,2,3907,2
5746,箸,2,489,3
5747,箬,2,179,3
5748,箅,2,128,3
5749,箪,2,224,2
5750,箔,2,2364,2
5751,箜,2,164,3
5752,箢,2,32,3
5753,箓,2,199,3
5754,毓,2,2534,2
5755,僖,2,532,3
5756,儆,2,721,2
5757,僳,2,204,3
5758,僭,2,593,3
5759,劁,2,17,3
5760,僮,2,432,3
5761,魃,2,240,3
5762,魆,2,27,3
5763,睾,2,11703,2
5764,艋,2,293,3
5765,鄱,2,833,2.5
5766,膈,2,3071,2
5767,膑,2,1311,1
5768,鲑,2,1024,3
5769,鲔,2,279,3
5770,鲚,2,53,3
5771,鲛,2,732,3
5772,鲟,2,465,2.5
5773,獐,2,489,2
5774,觫,2,27,3
5775,雒,2,299,3
5776,夤,2,205,3
5777,馑,2,386,3
5778,銮,2,452,2.5
5779,塾,2,1724,2.5
5780,麽,2,0,3
5781,瘌,2,47,3
5782,瘊,2,722,3
5783,瘘,2,2277,2
5784,瘙,2,9486,2
5785,廖,2,4598,2
5786,韶,2,3436,2
5787,旖,2,599,3
5788,膂,2,80,3
5789,阚,2,255,2.5
5790,鄯,2,243,3
5791,鲞,2,290,3
5792,粿,2,488,3
5793,粼,2,750,2.5
5794,粽,2,5273,2
5795,糁,2,340,3
5796,槊,2,514,3
5797,鹚,2,173,3
5798,熘,2,1257,3
5799,熥,2,10,3
5800,潢,2,2273,2.5
5801,漕,2,897,2.5
5802,滹,2,74,3
5803,漯,2,467,3
5804,漶,2,17,3
5805,潋,2,353,3
5806,潴,2,1202,2
5807,漪,2,1585,2.5
5808,漉,2,1588,2.5
5809,漳,2,2104,2.5
5810,漩,2,2742,2.5
5811,澉,2,17,3
5812,潍,2,1897,2.5
5813,慵,2,3589,2
5814,搴,2,157,3
5815,窨,2,255,3
5816,寤,2,402,3
5817,綮,2,72,3
5818,谮,2,96,3
5819,褡,2,215,3
5820,褙,2,175,3
5821,褓,2,656,2
5822,褛,2,615,2
5823,褊,2,46,3
5824,谯,2,311,3
5825,谰,2,166,3
5826,谲,2,567,2
5827,暨,2,3926,2
5828,屣,2,87,3
5829,鹛,2,97,3
5830,嫣,2,5026,2
5831,嫱,2,130,3
5832,嫖,2,11279,2
5833,嫦,2,2671,2.5
5834,嫚,2,86,3
5835,嫘,2,130,3
5836,嫡,2,2846,2.5
5837,鼐,2,222,3
5838,翟,2,1366,2.5
5839,瞀,2,23,3
5840,鹜,2,1530,2.5
5841,骠,2,403,3
5842,缥,2,2854,2.5
5843,缦,2,414,3
5844,缧,2,77,3
5845,缨,2,1442,2.5
5846,骢,2,285,3
5847,缪,2,4403,2
5848,缫,2,212,3
5849,耦,2,1962,2
5850,耧,2,36,3
5851,瑾,2,3555,2
5852,璜,2,511,2.5
5853,璀,2,2246,2.5
5854,璎,2,336,2.5
5855,璁,2,68,3
5856,璋,2,5168,2
5857,璇,2,2675,2.5
5858,奭,2,68,3
5859,髯,2,1246,3
5860,髫,2,241,3
5861,撷,2,499,2
5862,撅,2,1672,2.5
5863,赭,2,453,3
5864,撸,2,27347,2
5865,鋆,2,116,3
5866,撙,2,137,3
5867,撺,2,511,2
5868,墀,2,112,3
5869,聩,2,931,2
5870,觐,2,587,2.5
5871,鞑,2,1599,3
5872,蕙,2,1181,2.5
5873,鞒,2,168,3
5874,蕈,2,358,3
5875,蕨,2,1335,2
5876,蕤,2,291,3
5877,蕞,2,121,3
5878,蕺,2,74,3
5879,瞢,2,45,3
5880,蕃,2,3848,2
5881,蕲,2,242,3
5882,赜,2,198,3
5883,槿,2,5024,2
5884,樯,2,517,3
5885,槭,2,1040,3
5886,樗,2,456,3
5887,樘,2,359,3
5888,樊,2,6462,2
5889,槲,2,566,3
5890,醌,2,520,3
5891,醅,2,387,3
5892,靥,2,698,3
5893,魇,2,2430,2.5
5894,餍,2,193,3
5895,磔,2,154,3
5896,磙,2,65,3
5897,霈,2,540,3
5898,辘,2,2115,2.5
5899,龉,2,311,3
5900,龊,2,2425,2.5
5901,觑,2,1641,2.5
5902,瞌,2,2650,2.5
5903,瞋,2,0,2
5904,瞑,2,843,2.5
5905,嘭,2,1167,2
5906,噎,2,2908,2.5
5907,噶,2,2539,2.5
5908,颙,2,118,3
5909,暹,2,2121,3
5910,噘,2,0,2
5911,踔,2,200,3
5912,踝,2,7449,2
5913,踟,2,293,3
5914,踒,2,3,3
5915,踬,2,30,3
5916,踮,2,1526,2.5
5917,踯,2,131,3
5918,踺,2,32,3
5919,踞,2,1623,2.5
5920,蝽,2,100,3
5921,蝾,2,180,3
5922,蝻,2,50,3
5923,蝰,2,308,3
5924,蝮,2,357,3
5925,螋,2,56,3
5926,蝓,2,225,3
5927,蝣,2,414,2
5928,蝼,2,903,2.5
5929,噗,2,4449,2
5930,嘬,2,690,3
5931,颚,2,2611,1
5932,噍,2,17,3
5933,噢,2,12643,2
5934,噙,2,272,2
5935,噜,2,11478,2
5936,噌,2,1236,2.5
5937,噔,2,1865,2.5
5938,颛,2,702,3
5939,幞,2,180,3
5940,幡,2,2428,2.5
5941,嶙,2,615,2
5942,嶝,2,55,3
5943,骺,2,1009,3
5944,骼,2,11619,2
5945,骸,2,3889,2
5946,镊,2,1235,2
5947,镉,2,1111,3
5948,镌,2,587,2
5949,镍,2,2937,2
5950,镏,2,305,3
5951,镒,2,153,3
5952,镓,2,233,2
5953,镔,2,104,3
5954,稷,2,1976,2.5
5955,箴,2,1205,2.5
5956,篑,2,485,2.5
5957,篁,2,228,3
5958,篌,2,141,3
5959,篆,2,3100,2
5960,牖,2,350,3
5961,儋,2,233,3
5962,徵,2,0,3
5963,磐,2,2254,2.5
5964,虢,2,416,3
5965,鹞,2,466,3
5966,膘,2,1229,2.5
5967,滕,2,3208,2
5968,鲠,2,597,2
5969,鲡,2,119,3
5970,鲢,2,639,2
5971,鲣,2,192,3
5972,鲥,2,184,3
5973,鲧,2,314,3
5974,鲩,2,272,3
5975,獗,2,2184,2.5
5976,獠,2,914,2
5977,觯,2,466,3
5978,馓,2,247,3
5979,馔,2,463,3
5980,麾,2,1405,2
5981,廛,2,45,3
5982,瘛,2,284,3
5983,瘼,2,24,3
5984,瘢,2,2631,2
5985,瘠,2,2540,2.5
5986,齑,2,181,3
5987,羯,2,10675,2
5988,羰,2,253,3
5989,𥻗,2,0,3
5990,遴,2,1214,2
5991,糌,2,112,3
5992,糍,2,743,2
5993,糅,2,1154,2
5994,熜,2,66,3
5995,熵,2,2948,2
5996,熠,2,1789,2.5
5997,澍,2,735,3
5998,澌,2,48,3
5999,潸,2,1233,2
6000,潦,2,3544,2
6001,潲,2,69,3
6002,鋈,2,281,3
6003,潟,2,154,3
6004,潼,2,1149,2.5
6005,潺,2,1193,2
6006,憬,2,7546,2
6007,憧,2,8051,2
6008,寮,2,1241,3
6009,窳,2,108,3
6010,谳,2,42,3
6011,褴,2,567,2
6012,褟,2,6,3
6013,褫,2,83,3
6014,谵,2,250,3
6015,熨,2,4610,2
6016,屦,2,52,3
6017,嬉,2,5442,2
6018,勰,2,345,3
6019,戮,2,4901,2
6020,蝥,2,204,2
6021,缬,2,366,3
6022,缮,2,1084,2.5
6023,缯,2,151,3
6024,骣,2,4,3
6025,畿,2,795,3
6026,耩,2,19,3
6027,耨,2,340,3
6028,耪,2,86,3
6029,璞,2,2113,2.5
6030,璟,2,509,3
6031,靛,2,632,2
6032,璠,2,70,3
6033,璘,2,183,3
6034,聱,2,152,3
6035,螯,2,692,2
6036,髻,2,1316,2.5
6037,髭,2,163,3
6038,髹,2,35,3
6039,擀,2,2207,2.5
6040,熹,2,1900,2.5
6041,甏,2,105,3
6042,擞,2,993,2.5
6043,縠,2,52,3
6044,磬,2,346,2
6045,颞,2,1539,2
6046,蕻,2,337,3
6047,鞘,2,4192,2
6048,颟,2,70,3
6049,薤,2,168,3
6050,薨,2,246,3
6051,檠,2,103,3
6052,薏,2,7276,2
6053,薮,2,255,3
6054,薜,2,229,3
6055,薅,2,877,2.5
6056,樾,2,397,3
6057,橛,2,348,3
6058,橇,2,1301,2.5
6059,樵,2,1541,2.5
6060,檎,2,508,3
6061,橹,2,845,3
6062,樽,2,1537,2
6063,樨,2,446,3
6064,橼,2,605,3
6065,墼,2,57,3
6066,橐,2,494,3
6067,翮,2,80,3
6068,醛,2,11988,2
6069,醐,2,2941,2
6070,醍,2,2984,2
6071,醚,2,2049,2
6072,磲,2,166,3
6073,赝,2,626,2.5
6074,飙,2,10924,2
6075,殪,2,42,3
6076,霖,2,4629,2
6077,霏,2,1112,2.5
6078,霓,2,4435,2
6079,錾,2,289,3
6080,辚,2,136,3
6081,臻,2,2005,2.5
6082,遽,2,325,2
6083,氅,2,128,3
6084,瞟,2,1487,2.5
6085,瞠,2,2110,2.5
6086,瞰,2,2120,2.5
6087,嚄,2,27,3
6088,嚆,2,12,3
6089,噤,2,516,3
6090,暾,2,164,3
6091,蹀,2,85,3
6092,踹,2,5733,2
6093,踵,2,1902,2.5
6094,踽,2,534,3
6095,蹉,2,1707,2.5
6096,蹁,2,51,3
6097,螨,2,4475,2
6098,蟒,2,1811,2.5
6099,螈,2,469,3
6100,螅,2,708,3
6101,螭,2,514,3
6102,螠,2,33,3
6103,螟,2,241,3
6104,噱,2,5108,2
6105,噬,2,6272,2
6106,噫,2,1254,3
6107,噻,2,1515,2
6108,噼,2,1822,2.5
6109,罹,2,2528,2.5
6110,圜,2,339,3
6111,䦃,2,1,3
6112,镖,2,6577,2
6113,镗,2,378,2
6114,镘,2,54,3
6115,镚,2,315,3
6116,镛,2,272,3
6117,镝,2,251,3
6118,镞,2,126,3
6119,镠,2,103,3
6120,氇,2,21,3
6121,氆,2,22,3
6122,憩,2,1478,2.5
6123,穑,2,639,3
6124,篝,2,769,2.5
6125,篥,2,31,3
6126,篦,2,222,2
6127,篪,2,45,3
6128,篙,2,223,2
6129,盥,2,416,2
6130,劓,2,50,3
6131,翱,2,1330,2.5
6132,魉,2,888,2
6133,魈,2,205,3
6134,徼,2,138,3
6135,歙,2,541,2
6136,膳,2,11216,2
6137,膦,2,370,3
6138,膙,2,4,3
6139,鲮,2,363,3
6140,鲱,2,898,3
6141,鲲,2,1665,2
6142,鲳,2,240,3
6143,鲴,2,28,3
6144,鲵,2,294,3
6145,鲷,2,559,3
6146,鲻,2,49,3
6147,獴,2,214,3
6148,獭,2,1045,2.5
6149,獬,2,255,3
6150,邂,2,2752,2.5
6151,鹧,2,635,3
6152,廨,2,65,3
6153,赟,2,376,3
6154,瘰,2,183,3
6155,廪,2,561,3
6156,瘿,2,252,3
6157,瘵,2,50,3
6158,瘴,2,1634,2.5
6159,癃,2,49,3
6160,瘳,2,93,3
6161,斓,2,1615,2.5
6162,麇,2,39,3
6163,麈,2,118,3
6164,嬴,2,1718,2.5
6165,壅,2,655,3
6166,羲,2,2923,2.5
6167,糗,2,2731,2.5
6168,瞥,2,2915,2.5
6169,甑,2,448,3
6170,燎,2,2529,2.5
6171,燠,2,33,3
6172,燔,2,200,3
6173,燧,2,533,3
6174,濑,2,1812,2
6175,濉,2,447,3
6176,潞,2,445,3
6177,澧,2,300,3
6178,澹,2,900,3
6179,澥,2,9,3
6180,澶,2,168,3
6181,濂,2,359,2.5
6182,褰,2,124,3
6183,寰,2,2298,2.5
6184,窸,2,314,3
6185,褶,2,3974,2
6186,禧,2,4881,2
6187,嬖,2,246,3
6188,犟,2,1130,2.5
6189,隰,2,173,3
6190,嬗,2,299,3
6191,颡,2,69,3
6192,缱,2,495,3
6193,缲,2,120,3
6194,缳,2,115,3
6195,璨,2,2345,2.5
6196,璩,2,142,3
6197,璐,2,3643,2
6198,璪,2,25,3
6199,螫,2,171,3
6200,擤,2,1293,3
6201,壕,2,3717,2
6202,觳,2,118,3
6203,罄,2,1231,2.5
6204,擢,2,374,3
6205,薹,2,0,3
6206,鞡,2,18,3
6207,鞬,2,32,3
6208,薷,2,181,3
6209,薰,2,4499,2
6210,藓,2,2492,2.5
6211,藁,2,233,3
6212,檄,2,576,2.5
6213,檩,2,90,3
6214,懋,2,400,2.5
6215,醢,2,138,3
6216,翳,2,824,2.5
6217,礅,2,30,3
6218,磴,2,84,3
6219,鹩,2,324,3
6220,龋,2,4879,2
6221,龌,2,2622,2.5
6222,豳,2,78,3
6223,壑,2,1737,2.5
6224,黻,2,98,3
6225,嚏,2,5330,2
6226,嚅,2,129,3
6227,蹑,2,717,2.5
6228,蹒,2,847,2.5
6229,蹊,2,2337,2.5
6230,蟥,2,194,2
6231,螬,2,74,3
6232,螵,2,177,3
6233,疃,2,277,3
6234,螳,2,3096,2
6235,蟑,2,12322,2
6236,嚓,2,1894,2.5
6237,羁,2,8128,2
6238,罽,2,41,3
6239,罾,2,86,3
6240,嶷,2,180,3
6241,黜,2,678,2.5
6242,黝,2,1266,2.5
6243,髁,2,374,1
6244,髀,2,304,3
6245,镡,2,52,3
6246,镢,2,73,3
6247,镣,2,912,2.5
6248,镦,2,63,3
6249,镧,2,119,3
6250,镩,2,23,3
6251,镪,2,38,3
6252,镫,2,558,3
6253,罅,2,315,3
6254,黏,2,20662,2
6255,簌,2,657,2.5
6256,篾,2,200,3
6257,篼,2,67,3
6258,簖,2,25,3
6259,簋,2,465,3
6260,鼢,2,12,3
6261,黛,2,18761,2
6262,儡,2,2649,2.5
6263,鹪,2,91,3
6264,鼾,2,4237,2
6265,皤,2,71,3
6266,魍,2,824,2
6267,龠,2,88,3
6268,繇,2,423,3
6269,貘,2,268,3
6270,邈,2,1095,2.5
6271,貔,2,980,3
6272,臌,2,69,3
6273,膻,2,1202,2.5
6274,臆,2,7066,2
6275,臃,2,2903,2.5
6276,鲼,2,31,3
6277,鲽,2,93,3
6278,鳀,2,34,3
6279,鳃,2,1534,2
6280,鳅,2,2040,2.5
6281,鳇,2,101,2
6282,鳊,2,161,2
6283,螽,2,102,3
6284,燮,2,774,2.5
6285,鹫,2,1362,2
6286,襄,2,8912,2
6287,糜,2,16953,2
6288,縻,2,255,3
6289,膺,2,3384,2
6290,癍,2,63,3
6291,麋,2,1043,2
6292,懑,2,1093,2
6293,濡,2,4010,2
6294,濮,2,1075,2.5
6295,濞,2,84,3
6296,濠,2,510,2.5
6297,濯,2,776,3
6298,蹇,2,317,3
6299,謇,2,176,3
6300,邃,2,2693,2.5
6301,襁,2,630,2
6302,檗,2,168,3
6303,擘,2,288,3
6304,孺,2,1479,2.5
6305,隳,2,171,3
6306,嬷,2,1410,2.5
6307,蟊,2,185,3
6308,鹬,2,344,2
6309,鍪,2,252,3
6310,鏊,2,267,3
6311,鳌,2,2279,2.5
6312,鬈,2,45,3
6313,鬃,2,1624,2
6314,瞽,2,130,3
6315,鞯,2,408,3
6316,鞨,2,74,3
6317,鞫,2,119,3
6318,鞧,2,5,3
6319,鞣,2,2135,3
6320,藜,2,1263,2
6321,藠,2,18,3
6322,藩,2,5975,2
6323,醪,2,809,3
6324,蹙,2,697,2.5
6325,礓,2,65,3
6326,燹,2,82,3
6327,餮,2,1365,2
6328,瞿,2,1017,2.5
6329,曛,2,155,3
6330,颢,2,337,3
6331,曜,2,2526,2.5
6332,躇,2,1917,2.5
6333,蹚,2,0,2
6334,鹭,2,1570,2.5
6335,蟛,2,130,3
6336,蟪,2,192,3
6337,蟠,2,1875,2.5
6338,蟮,2,469,3
6339,鹮,2,376,3
6340,黠,2,669,2
6341,黟,2,98,3
6342,髅,2,6281,2
6343,髂,2,1501,2
6344,镬,2,647,3
6345,镭,2,1480,2
6346,镯,2,4679,2
6347,馥,2,2028,2.5
6348,簟,2,481,3
6349,簪,2,1718,2.5
6350,鼬,2,2161,2.5
6351,雠,2,247,3
6352,艟,2,107,3
6353,鳎,2,566,3
6354,鳏,2,300,3
6355,鳐,2,194,3
6356,癞,2,1316,2.5
6357,癔,2,908,2
6358,癜,2,15313,2
6359,癖,2,15931,2
6360,糨,2,708,3
6361,蹩,2,1891,2
6362,鎏,2,352,3
6363,懵,2,24059,2
6364,彝,2,2258,2.5
6365,邋,2,3820,2
6366,鬏,2,36,3
6367,攉,2,45,3
6368,攒,2,25257,2
6369,鞲,2,78,3
6370,鞴,2,92,3
6371,藿,2,1741,2.5
6372,蘧,2,74,3
6373,蘅,2,285,3
6374,麓,2,2400,2.5
6375,醮,2,370,2
6376,醯,2,440,3
6377,酃,2,113,3
6378,霪,2,58,3
6379,霭,2,1096,2
6380,霨,2,6,3
6381,黼,2,57,3
6382,嚯,2,1145,3
6383,蹰,2,254,3
6384,蹶,2,1441,2.5
6385,蹽,2,9,3
6386,蹼,2,284,3
6387,蹴,2,1387,2.5
6388,蹾,2,10,3
6389,蹿,2,1804,2.5
6390,蠖,2,305,3
6391,蠓,2,229,3
6392,蟾,2,3095,2
6393,蠊,2,345,3
6394,黢,2,222,2
6395,髋,2,3576,2
6396,髌,2,1465,2
6397,镲,2,321,3
6398,籀,2,64,3
6399,籁,2,3018,2
6400,齁,2,468,3
6401,魑,2,1027,3
6402,艨,2,141,3
6403,鳓,2,24,3
6404,鳔,2,284,2
6405,鳕,2,1066,2
6406,鳗,2,2844,2.5
6407,鳙,2,147,3
6408,麒,2,6403,2
6409,鏖,2,405,3
6410,羸,2,1147,2
6411,㸆,2,0,3
6412,瀚,2,3074,2
6413,瀣,2,174,3
6414,瀛,2,1273,2.5
6415,襦,2,550,3
6416,谶,2,1208,2
6417,襞,2,552,3
6418,骥,2,1247,2.5
6419,缵,2,60,3
6420,瓒,2,754,2.5
6421,攘,2,4163,2
6422,蘩,2,71,3
6423,蘖,2,419,3
6424,醴,2,440,3
6425,霰,2,1276,3
6426,酆,2,483,3
6427,矍,2,481,3
6428,曦,2,3643,2
6429,躅,2,146,3
6430,鼍,2,197,3
6431,巉,2,21,3
6432,黩,2,392,3
6433,黥,2,110,3
6434,黪,2,11,3
6435,镳,2,1224,2.5
6436,镴,2,22,3
6437,黧,2,96,3
6438,纂,2,1548,2
6439,璺,2,30,3
6440,鼯,2,196,3
6441,臜,2,120,3
6442,鳜,2,343,2
6443,鳝,2,2740,2.5
6444,鳟,2,328,3
6445,獾,2,1064,2.5
6446,孀,2,381,2
6447,骧,2,435,3
6448,瓘,2,95,3
6449,鼙,2,159,3
6450,醺,2,2253,2.5
6451,礴,2,1574,2.5
6452,颦,2,1902,2.5
6453,曩,2,145,3
6454,鳢,2,86,3
6455,癫,2,34719,2
6456,麝,2,1779,2.5
6457,夔,2,665,3
6458,爝,2,86,3
6459,灏,2,526,2.5
6460,禳,2,193,3
6461,鐾,2,82,3
6462,羼,2,100,3
6463,蠡,2,1110,3
6464,耱,2,38,3
6465,懿,2,5165,2
6466,蘸,2,10265,2
6467,鹳,2,686,3
6468,霾,2,14202,2
6469,氍,2,33,3
6470,饕,2,1999,2
6471,躐,2,23,3
6472,髑,2,79,3
6473,镵,2,18,3
6474,穰,2,219,3
6475,饔,2,324,3
6476,鬻,2,210,3
6477,鬟,2,1856,2.5
6478,趱,2,23,3
6479,攫,2,787,2
6480,攥,2,1599,2.5
6481,颧,2,3462,2
6482,躜,2,14,3
6483,鼹,2,544,2.5
6484,癯,2,68,3
6485,麟,2,11137,2
6486,蠲,2,186,3
6487,蠹,2,701,3
6488,躞,2,49,3
6489,衢,2,1086,2.5
6490,鑫,2,5470,2
6491,灞,2,431,2.5
6492,襻,2,49,3
6493,纛,2,109,3
6494,鬣,2,619,2
6495,攮,2,58,3
6496,囔,2,1114,2.5
6497,馕,2,782,2
6498,戆,2,231,3
6499,爨,2,165,3
6500,齉,2,19,3
6501,亍,3,425,3
6502,尢,3,127,3
6503,彳,3,120,3
6504,卬,3,33,3
6505,殳,3,159,3
6506,𠙶,3,0,3
6507,毌,3,38,3
6508,邘,3,4,3
6509,戋,3,36,3
6510,圢,3,5,3
6511,氕,3,61,3
6512,伋,3,30,3
6513,仝,3,285,3
6514,冮,3,35,3
6515,氿,3,24,3
6516,汈,3,3,3
6517,氾,3,0,3
6518,忉,3,138,3
6519,宄,3,154,3
6520,,3,0,3
6521,讱,3,11,3
6522,扞,3,24,3
6523,圲,3,3,3
6524,圫,3,5,3
6525,芏,3,246,3
6526,芃,3,1009,3
6527,朳,3,3,3
6528,朸,3,2,3
6529,𨙸,3,0,3
6530,邨,3,88,3
6531,吒,3,0,2
6532,吖,3,4734,2
6533,屼,3,2,3
6534,屾,3,40,3
6535,辿,3,15,3
6536,钆,3,107,3
6537,仳,3,25,3
6538,伣,3,12,3
6539,伈,3,8,3
6540,癿,3,35,3
6541,甪,3,124,3
6542,邠,3,22,3
6543,犴,3,188,3
6544,冱,3,16,3
6545,邡,3,128,3
6546,闫,3,1228,2
6547,,3,0,3
6548,汋,3,10,3
6549,䜣,3,86,3
6550,讻,3,2,3
6551,,3,0,3
6552,孖,3,49,3
6553,,3,0,3
6554,纩,3,25,3
6555,玒,3,15,3
6556,玓,3,21,3
6557,玘,3,152,3
6558,玚,3,40,3
6559,刬,3,38,3
6560,,3,0,3
6561,坜,3,57,3
6562,坉,3,8,3
6563,扽,3,35,3
6564,,3,0,3
6565,坋,3,9,3
6566,扺,3,20,3
6567,㧑,3,8,3
6568,毐,3,160,3
6569,芰,3,285,3
6570,芣,3,61,3
6571,苊,3,137,3
6572,苉,3,10,3
6573,芘,3,337,3
6574,芴,3,90,3
6575,芠,3,8,3
6576,,3,0,3
